YEAR,MONTH,DAY,HOUR,Temperature at 2 meters (C),Specific Humidity at 2 meters (g/kg),Precipitation corrected (mm/hour),Surface pressure (kPa),Wind speed at 10 meters (m/s),Wind direction at 10 meters (Degrees)
2021,1,15,23,20.42,14.95,0,100.58,2.04,153.14
2021,1,16,0,20.16,14.83,0,100.52,1.72,145.37
2021,1,16,1,20.39,14.71,0,100.46,1.15,130.86
2021,1,16,2,20.52,14.59,0,100.41,0.65,85.18
2021,1,16,3,19.94,14.34,0,100.42,0.84,28.23
2021,1,16,4,19.48,14.16,0,100.46,1.21,7.4
2021,1,16,5,18.91,13.92,0,100.5,1.54,357.96
2021,1,16,6,19.46,13.92,0,100.58,1.84,356.11
2021,1,16,7,21.76,14.4,0,100.68,2.27,0.59
2021,1,16,8,24.32,14.77,0,100.74,2.16,358.35
2021,1,16,9,26,14.83,0,100.74,2.58,357.22
2021,1,16,10,27.1,14.83,0,100.69,2.91,0.77
2021,1,16,11,27.91,14.77,0,100.6,3.07,0.15
2021,1,16,12,28.44,14.65,0,100.47,3.12,357.56
2021,1,16,13,28.61,14.34,0,100.36,3.18,354.78
2021,1,16,14,28.5,14.16,0,100.29,3.21,353.15
2021,1,16,15,28.15,14.1,0,100.27,3.06,354.13
2021,1,16,16,27.29,14.47,0,100.29,2.43,355.39
2021,1,16,17,25.05,15.01,0,100.34,1.76,356.69
2021,1,16,18,24.49,13.98,0,100.41,1.12,7.62
2021,1,16,19,24.73,13.37,0,100.52,0.74,61
2021,1,16,20,23.58,13.67,0,100.58,1.23,109.36
2021,1,16,21,22.15,14.16,0,100.59,1.92,122.52
2021,1,16,22,21.36,14.28,0,100.58,2.35,122.79
2021,1,16,23,21.03,14.34,0,100.59,2.44,118.7
2021,1,17,0,20.86,14.47,0,100.55,2.32,114.06
2021,1,17,1,20.73,14.53,0,100.52,2.08,107.48
2021,1,17,2,20.66,14.53,0,100.49,1.77,91.27
2021,1,17,3,20.43,14.47,0,100.5,1.62,61.83
2021,1,17,4,20.16,14.28,0,100.54,1.68,38.58
2021,1,17,5,19.85,13.98,0,100.6,1.83,25.25
2021,1,17,6,20.18,13.73,0,100.68,2.39,19.86
2021,1,17,7,21.71,13.49,0,100.78,3.37,19.65
2021,1,17,8,23.57,13.24,0,100.85,4.05,34.3
2021,1,17,9,25.22,13.43,0,100.86,4.06,37.18
2021,1,17,10,26.65,13.61,0,100.82,3.98,29.79
2021,1,17,11,27.69,13.73,0,100.73,4.2,22.32
2021,1,17,12,28.34,13.79,0,100.62,4.29,22.46
2021,1,17,13,28.71,13.92,0,100.51,4.2,25.18
2021,1,17,14,28.65,13.92,0,100.46,3.98,27.57
2021,1,17,15,28.19,14.04,0,100.45,3.56,29.32
2021,1,17,16,27.27,14.65,0,100.5,2.67,31.45
2021,1,17,17,24.6,15.2,0,100.58,1.99,31.7
2021,1,17,18,23.28,14.59,0,100.68,2.03,33.2
2021,1,17,19,22.59,14.28,0,100.77,2.32,32.89
2021,1,17,20,22.05,13.79,0,100.82,2.7,30.2
2021,1,17,21,21.35,13.31,0,100.84,2.96,28.19
2021,1,17,22,20.51,12.76,0,100.83,2.98,25.29
2021,1,17,23,19.7,12.27,0,100.81,2.87,20.21
2021,1,18,0,19.07,12.02,0,100.78,2.77,17.92
2021,1,18,1,18.6,11.9,0,100.73,2.75,15.65
2021,1,18,2,18.22,11.78,0,100.69,2.82,12.31
2021,1,18,3,18.07,11.78,0,100.69,2.87,12.41
2021,1,18,4,17.76,11.6,0,100.73,2.7,11.5
2021,1,18,5,17.39,11.41,0,100.79,2.6,9.32
2021,1,18,6,18.05,11.66,0,100.87,2.51,7.52
2021,1,18,7,20.73,11.66,0,100.96,3.18,14.65
2021,1,18,8,23.24,11.84,0,101.02,3.37,37.75
2021,1,18,9,24.9,12.21,0,100.99,3.01,42.47
2021,1,18,10,26.15,12.63,0,100.94,2.76,39.14
2021,1,18,11,27.09,13,0,100.84,2.8,35.46
2021,1,18,12,27.76,13.24,0,100.7,2.85,28.67
2021,1,18,13,28.05,13.31,0,100.57,2.95,22.9
2021,1,18,14,27.98,13.37,0,100.49,3.23,19.36
2021,1,18,15,27.43,13.49,0,100.48,3.34,20.26
2021,1,18,16,26.26,14.1,0,100.49,2.77,22.22
2021,1,18,17,23.8,14.77,0,100.51,2.15,21.34
2021,1,18,18,22.65,14.1,0,100.56,2.19,23.28
2021,1,18,19,22.05,13.79,0,100.62,2.23,25.76
2021,1,18,20,21.44,13.49,0,100.69,2.27,25.51
2021,1,18,21,20.95,13.18,0,100.72,2.28,26.21
2021,1,18,22,20.34,12.7,0,100.72,2.46,23.63
2021,1,18,23,19.68,12.02,0,100.72,2.85,19.53
2021,1,19,0,19,11.29,0,100.68,3.3,16.63
2021,1,19,1,18.38,10.93,0,100.64,3.37,11.36
2021,1,19,2,17.9,10.74,0,100.61,3.25,7.45
2021,1,19,3,17.51,10.8,0,100.6,2.84,5.05
2021,1,19,4,17.23,10.99,0,100.62,2.17,4.75
2021,1,19,5,17.17,11.17,0,100.66,1.77,6.84
2021,1,19,6,17.58,11.35,0,100.74,1.55,356.53
2021,1,19,7,18.83,10.99,0,100.83,1.96,347.79
2021,1,19,8,20.97,11.35,0,100.89,1.69,6.37
2021,1,19,9,23.45,11.96,0,100.89,0.73,356.31
2021,1,19,10,25.56,12.45,0,100.84,0.96,270
2021,1,19,11,26.44,12.82,0,100.77,1.08,285.04
2021,1,19,12,26.69,13,0,100.65,1.01,309.98
2021,1,19,13,26.65,13.12,0,100.53,0.98,334.05
2021,1,19,14,26.51,13.24,0,100.46,1,358.66
2021,1,19,15,26.19,13.43,0,100.45,1.06,17.23
2021,1,19,16,25.69,13.85,0,100.47,0.97,22.83
2021,1,19,17,24.6,14.04,0,100.52,0.78,19.89
2021,1,19,18,24.08,13.31,0,100.58,0.63,11.45
2021,1,19,19,23.62,13.06,0,100.66,0.59,353.91
2021,1,19,20,22.9,13.12,0,100.71,0.71,341.37
2021,1,19,21,22.24,13.24,0,100.71,0.91,340.02
2021,1,19,22,21.71,13.37,0,100.68,1.18,345.41
2021,1,19,23,21.15,13.49,0,100.67,1.43,350.59
2021,1,20,0,20.51,13.43,0,100.62,1.7,352.87
2021,1,20,1,19.89,13.18,0,100.56,1.85,357.83
2021,1,20,2,19.48,13.06,0,100.51,1.83,4.42
2021,1,20,3,19.18,12.88,0,100.52,1.69,13.07
2021,1,20,4,19.08,12.76,0,100.55,1.43,26.28
2021,1,20,5,19.15,12.63,0,100.62,1.14,45
2021,1,20,6,19.73,13.06,0,100.7,0.89,61.87
2021,1,20,7,21.63,13.43,0,100.77,0.95,80.07
2021,1,20,8,24.56,13.79,0,100.82,1.17,142.59
2021,1,20,9,26.91,14.22,0,100.81,1.26,176.09
2021,1,20,10,28.26,14.77,0,100.75,0.66,198.65
2021,1,20,11,29.24,15.26,0,100.65,0.21,257.01
2021,1,20,12,29.9,15.62,0,100.52,0.31,324.29
2021,1,20,13,30.17,15.75,0,100.4,0.38,325.98
2021,1,20,14,30.08,15.75,0,100.33,0.33,316.91
2021,1,20,15,29.5,15.81,0,100.33,0.29,271.55
2021,1,20,16,29.1,16.11,0,100.37,0.49,224.36
2021,1,20,17,27.41,17.03,0,100.41,0.83,199.29
2021,1,20,18,25.94,16.6,0,100.47,1.44,184.97
2021,1,20,19,24.86,16.48,0,100.56,1.88,179.05
2021,1,20,20,24.09,16.36,0,100.63,2.02,177.78
2021,1,20,21,23.49,16.3,0,100.65,1.95,179.77
2021,1,20,22,23.03,16.3,0,100.63,1.77,182.03
2021,1,20,23,22.69,16.24,0,100.61,1.54,184.93
2021,1,21,0,22.44,16.11,0,100.56,1.34,191.77
2021,1,21,1,22.29,15.93,0,100.49,1.08,211.39
2021,1,21,2,22.14,15.81,0,100.44,0.98,238.72
2021,1,21,3,21.87,15.69,0,100.42,1.07,259.1
2021,1,21,4,21.56,15.56,0,100.43,1.32,266.61
2021,1,21,5,21.28,15.5,0,100.46,1.54,272.04
2021,1,21,6,21.78,15.69,0,100.54,1.75,276.9
2021,1,21,7,23.52,15.81,0,100.64,2.12,276.76
2021,1,21,8,25.37,15.87,0,100.72,1.84,278.78
2021,1,21,9,26.87,15.99,0,100.73,1.68,293.58
2021,1,21,10,27.86,16.17,0,100.7,1.49,313.73
2021,1,21,11,28.4,16.24,0,100.62,1.32,331.01
2021,1,21,12,28.65,16.24,0,100.5,1.13,341.44
2021,1,21,13,28.92,16.36,0,100.38,0.78,350.26
2021,1,21,14,29.05,16.42,0,100.3,0.33,12.38
2021,1,21,15,28.75,16.36,0,100.29,0.31,154.72
2021,1,21,16,28.16,17.09,0,100.31,0.91,163.11
2021,1,21,17,26.48,18.01,0,100.36,1.36,161.25
2021,1,21,18,25.05,17.46,0,100.42,1.89,159.47
2021,1,21,19,24.42,17.03,0,100.48,2.1,156.3
2021,1,21,20,23.91,16.78,0,100.51,2.18,152.42
2021,1,21,21,23.46,16.66,0,100.51,2.25,148.8
2021,1,21,22,23.05,16.6,0,100.48,2.21,145.24
2021,1,21,23,22.75,16.54,0,100.45,2.02,142.86
2021,1,22,0,22.49,16.54,0,100.42,1.82,143.03
2021,1,22,1,22.33,16.48,0,100.39,1.67,143.93
2021,1,22,2,22.08,16.42,0,100.36,1.63,147.15
2021,1,22,3,21.98,16.36,0,100.37,1.56,152.54
2021,1,22,4,21.94,16.3,0,100.42,1.51,167.12
2021,1,22,5,21.91,16.3,0,100.48,1.53,185.86
2021,1,22,6,22.58,16.66,0,100.56,1.54,201.75
2021,1,22,7,24.18,16.85,0,100.64,1.85,219.53
2021,1,22,8,25.56,16.91,0,100.68,1.73,248.78
2021,1,22,9,26.79,16.97,0.01,100.64,1.79,274
2021,1,22,10,27.83,17.09,0.01,100.57,1.74,297.6
2021,1,22,11,28.79,17.21,0.01,100.46,1.65,317.31
2021,1,22,12,29.3,17.21,0.01,100.34,1.49,328.98
2021,1,22,13,29.37,17.21,0.01,100.23,1.25,336
2021,1,22,14,29.08,17.27,0.01,100.21,0.78,339.38
2021,1,22,15,28.39,17.21,0.01,100.24,0.11,68.96
2021,1,22,16,27.43,17.7,0.01,100.28,0.88,150.7
2021,1,22,17,26,18.31,0.01,100.34,1.33,156.14
2021,1,22,18,24.98,18.25,0.02,100.42,1.74,158.96
2021,1,22,19,24.49,17.94,0,100.5,2.35,158.73
2021,1,22,20,24.16,17.82,0,100.54,2.59,158.01
2021,1,22,21,23.93,17.7,0,100.54,2.41,158.1
2021,1,22,22,23.73,17.58,0,100.52,2.16,155.85
2021,1,22,23,23.58,17.52,0,100.5,2.02,152.34
2021,1,23,0,23.44,17.4,0,100.45,1.84,149.41
2021,1,23,1,23.3,17.33,0,100.39,1.66,146.91
2021,1,23,2,23.18,17.27,0,100.36,1.54,144.29
2021,1,23,3,23.08,17.21,0,100.38,1.46,140.86
2021,1,23,4,23.01,17.15,0,100.42,1.31,144.7
2021,1,23,5,23.02,17.03,0,100.49,1.02,161.7
2021,1,23,6,23.27,17.21,0,100.57,0.73,184.92
2021,1,23,7,24.15,17.15,0,100.65,0.4,209.6
2021,1,23,8,24.92,16.78,0,100.72,0.47,346.43
2021,1,23,9,25.81,16.72,0,100.71,0.86,338.1
2021,1,23,10,26.87,16.72,0,100.68,1.04,329.77
2021,1,23,11,27.91,16.78,0,100.59,1,333.03
2021,1,23,12,28.74,16.85,0,100.47,0.84,344.28
2021,1,23,13,29.09,16.72,0,100.36,0.62,7.93
2021,1,23,14,29.14,16.54,0,100.3,0.5,60.26
2021,1,23,15,28.9,16.6,0,100.31,0.86,118.65
2021,1,23,16,28.37,17.21,0,100.34,1.37,140.32
2021,1,23,17,26.5,18.07,0,100.38,1.76,147.86
2021,1,23,18,25.04,17.27,0,100.45,2.43,152.61
2021,1,23,19,24.38,16.72,0,100.54,3.29,153.62
2021,1,23,20,23.72,16.6,0,100.58,3.72,153.86
2021,1,23,21,23.24,16.6,0,100.6,3.54,153.49
2021,1,23,22,22.91,16.6,0,100.61,3.05,152.06
2021,1,23,23,22.61,16.48,0,100.6,2.41,148.94
2021,1,24,0,22.4,16.42,0,100.56,2.01,144.33
2021,1,24,1,22.3,16.36,0,100.5,1.85,136.71
2021,1,24,2,22.22,16.3,0,100.47,1.75,125.39
2021,1,24,3,22.1,16.17,0,100.48,1.59,114.93
2021,1,24,4,22.02,16.05,0,100.52,1.4,104.58
2021,1,24,5,22.03,15.93,0,100.56,1.14,89.22
2021,1,24,6,22.51,16.17,0,100.64,1.1,63.43
2021,1,24,7,24.36,16.36,0,100.72,1.11,41.57
2021,1,24,8,26.47,16.6,0,100.77,0.98,12.48
2021,1,24,9,27.96,17.03,0,100.75,1.15,349.07
2021,1,24,10,29.05,17.33,0,100.7,1.42,346.04
2021,1,24,11,29.85,17.46,0,100.62,1.7,349.67
2021,1,24,12,30.28,17.4,0,100.5,1.78,352.19
2021,1,24,13,30.33,17.33,0,100.39,1.71,352.91
2021,1,24,14,30.16,17.33,0,100.34,1.52,352.33
2021,1,24,15,29.7,17.4,0,100.34,1.07,351.16
2021,1,24,16,29.1,17.76,0,100.37,0.21,351.57
2021,1,24,17,27.62,18.25,0,100.42,0.85,156.73
2021,1,24,18,25.93,18.19,0,100.49,1.9,155.65
2021,1,24,19,25.02,17.52,0,100.56,2.6,154.9
2021,1,24,20,24.25,17.09,0,100.61,3.2,154.87
2021,1,24,21,23.52,16.85,0,100.62,3.41,152.91
2021,1,24,22,23.06,16.66,0,100.61,3.15,151.08
2021,1,24,23,22.7,16.54,0,100.6,2.62,149.53
2021,1,25,0,22.4,16.36,0,100.58,2.13,147.59
2021,1,25,1,22.19,16.3,0,100.54,1.79,144.93
2021,1,25,2,22,16.17,0,100.5,1.56,142.1
2021,1,25,3,21.83,16.05,0,100.5,1.38,134.31
2021,1,25,4,21.84,15.93,0,100.52,1.19,124
2021,1,25,5,21.83,15.87,0,100.57,1.08,114.34
2021,1,25,6,22.44,16.17,0,100.62,1,96.74
2021,1,25,7,24.49,16.6,0,100.68,1.11,72.45
2021,1,25,8,26.69,17.09,0,100.73,1.09,24.17
2021,1,25,9,28.4,17.46,0,100.72,1.39,359.03
2021,1,25,10,29.49,17.58,0,100.65,1.71,354.76
2021,1,25,11,30.19,17.64,0,100.56,1.88,356.19
2021,1,25,12,30.37,17.4,0,100.46,1.7,1.84
2021,1,25,13,30.44,17.27,0,100.35,1.28,15.22
2021,1,25,14,30.53,17.09,0,100.28,0.98,41.44
2021,1,25,15,30.44,16.97,0,100.27,1.05,83.57
2021,1,25,16,29.92,17.27,0,100.29,1.42,119.24
2021,1,25,17,27.53,18.25,0,100.33,2.01,141.79
2021,1,25,18,25.69,17.09,0,100.39,2.97,151
2021,1,25,19,24.73,16.24,0,100.49,3.92,152.57
2021,1,25,20,23.76,15.99,0,100.56,3.94,150.54
2021,1,25,21,23.07,15.99,0,100.58,3.22,148.89
2021,1,25,22,22.67,16.05,0,100.57,2.5,146.86
2021,1,25,23,22.37,16.05,0,100.57,2.04,143.09
2021,1,26,0,21.99,15.93,0,100.54,1.75,138.43
2021,1,26,1,21.8,15.87,0,100.49,1.38,132.93
2021,1,26,2,22.09,15.87,0,100.44,0.79,119.11
2021,1,26,3,22.14,15.87,0,100.44,0.44,63.43
2021,1,26,4,22,15.87,0,100.46,0.57,11.77
2021,1,26,5,21.69,15.75,0,100.5,0.84,355.19
2021,1,26,6,22.01,15.87,0,100.57,1.1,350.6
2021,1,26,7,23.58,15.69,0,100.64,1.52,8.25
2021,1,26,8,25.35,14.95,0,100.71,1.58,28.09
2021,1,26,9,27.12,14.4,0,100.72,0.89,45
2021,1,26,10,29.26,13.61,0,100.67,0.9,65.43
2021,1,26,11,30.55,13.55,0,100.58,1.1,54.51
2021,1,26,12,31.26,13.55,0,100.48,1.43,40.8
2021,1,26,13,31.55,13.61,0,100.36,1.75,34.47
2021,1,26,14,31.42,13.67,0,100.28,2.01,34.25
2021,1,26,15,31.03,13.85,0,100.25,2.05,37.57
2021,1,26,16,30.39,13.61,0,100.27,1.8,43.59
2021,1,26,17,28.05,14.83,0,100.29,1.37,56.4
2021,1,26,18,26.7,14.34,0,100.34,1.36,89.01
2021,1,26,19,25.68,14.53,0,100.41,1.71,114.57
2021,1,26,20,24.53,14.95,0,100.45,1.84,126.87
2021,1,26,21,23.94,15.08,0,100.46,1.6,133.22
2021,1,26,22,23.69,15.01,0,100.45,1.14,129.15
2021,1,26,23,23.62,14.83,0,100.44,0.71,94.4
2021,1,27,0,22.93,14.89,0,100.43,0.75,34.85
2021,1,27,1,22.09,14.77,0,100.39,1.03,4.8
2021,1,27,2,21.6,14.53,0,100.37,1.2,351.76
2021,1,27,3,21.32,14.28,0,100.37,1.25,6.46
2021,1,27,4,21.13,14.04,0,100.41,1.19,350.91
2021,1,27,5,20.94,13.85,0,100.45,1.16,341.08
2021,1,27,6,21.48,14.28,0,100.51,1.19,332.76
2021,1,27,7,23.94,14.28,0,100.59,0.91,3.45
2021,1,27,8,26.54,14.77,0,100.67,1.31,91.37
2021,1,27,9,28.6,15.44,0,100.67,1.44,121.71
2021,1,27,10,30.26,15.75,0,100.62,1.41,122.54
2021,1,27,11,31.23,16.11,0,100.53,1.55,109.98
2021,1,27,12,31.8,16.42,0,100.42,1.71,103.21
2021,1,27,13,31.98,16.54,0,100.31,1.85,104.15
2021,1,27,14,31.82,16.6,0,100.23,2.03,108.64
2021,1,27,15,31.21,16.72,0,100.22,2.26,115.77
2021,1,27,16,30.33,17.21,0,100.25,2.31,125.09
2021,1,27,17,27.94,18.37,0,100.3,2.31,135.82
2021,1,27,18,26.27,17.82,0,100.38,2.68,141.76
2021,1,27,19,25.48,17.52,0,100.48,2.81,140.52
2021,1,27,20,24.8,17.52,0,100.55,2.65,136.55
2021,1,27,21,24.26,17.64,0,100.57,2.22,132.86
2021,1,27,22,23.87,17.64,0,100.55,1.76,125.03
2021,1,27,23,23.81,17.33,0,100.53,1.15,112.74
2021,1,28,0,23.69,17.21,0,100.5,0.56,69.54
2021,1,28,1,23.26,17.15,0,100.46,0.78,359.43
2021,1,28,2,22.83,17.03,0,100.44,1.21,345.43
2021,1,28,3,22.5,16.91,0,100.45,1.43,341.86
2021,1,28,4,22.17,16.66,0,100.49,1.44,341.37
2021,1,28,5,22.15,16.42,0,100.57,1.19,347.88
2021,1,28,6,22.85,16.54,0,100.66,0.91,23.91
2021,1,28,7,24.94,16.42,0,100.74,1.51,77.12
2021,1,28,8,26.99,16.3,0,100.82,2.04,103.98
2021,1,28,9,28.74,16.48,0,100.82,1.89,108.06
2021,1,28,10,30.21,16.6,0,100.76,1.57,78.52
2021,1,28,11,31.31,16.6,0,100.66,1.95,48.9
2021,1,28,12,31.93,16.54,0,100.54,2.36,38.69
2021,1,28,13,32.19,16.42,0,100.43,2.56,36.94
2021,1,28,14,32.08,16.24,0,100.35,2.61,38.55
2021,1,28,15,31.6,16.17,0,100.33,2.49,42.84
2021,1,28,16,30.76,16.24,0,100.36,1.92,53.46
2021,1,28,17,28.9,17.33,0,100.41,1.42,89.37
2021,1,28,18,27.21,17.27,0,100.49,1.86,118.61
2021,1,28,19,26.2,17.15,0,100.58,1.91,113.11
2021,1,28,20,25.41,16.78,0,100.65,1.87,83.53
2021,1,28,21,24.4,16.24,0,100.69,2.09,57.86
2021,1,28,22,23.54,15.56,0,100.69,2.22,40.14
2021,1,28,23,22.66,14.59,0,100.69,2.47,31.52
2021,1,29,0,21.78,13.61,0,100.66,2.56,32.67
2021,1,29,1,21.08,13.31,0,100.63,2.28,32.71
2021,1,29,2,20.8,12.94,0,100.6,1.87,33.96
2021,1,29,3,20.81,12.51,0,100.59,1.47,33.52
2021,1,29,4,20.63,12.33,0,100.62,1.05,18.3
2021,1,29,5,20.2,12.27,0,100.69,1.03,345.96
2021,1,29,6,20.48,12.88,0,100.74,1.38,335.91
2021,1,29,7,22.77,12.51,0,100.82,1.93,359.3
2021,1,29,8,24.8,12.7,0,100.88,2.22,35.98
2021,1,29,9,26.41,13.12,0,100.88,2.29,42.65
2021,1,29,10,27.81,13.49,0,100.83,2.27,34.78
2021,1,29,11,28.94,13.73,0,100.73,2.33,23.05
2021,1,29,12,29.8,13.92,0,100.6,2.43,11.31
2021,1,29,13,30.23,13.98,0,100.49,2.56,5.61
2021,1,29,14,30.27,14.04,0,100.4,2.64,5.44
2021,1,29,15,29.94,14.1,0,100.39,2.58,8.01
2021,1,29,16,29.14,14.59,0,100.41,2.07,9.57
2021,1,29,17,27,15.81,0,100.46,1.52,7.38
2021,1,29,18,25.9,15.08,0,100.54,1.28,8.08
2021,1,29,19,25.04,14.95,0,100.63,1.44,16.37
2021,1,29,20,23.99,15.01,0,100.71,1.78,26.34
2021,1,29,21,23.16,14.77,0,100.75,2.12,35.1
2021,1,29,22,22.37,14.28,0,100.76,2.4,36.01
2021,1,29,23,21.55,13.67,0,100.75,2.58,36
2021,1,30,0,20.73,13.12,0,100.72,2.6,34.22
2021,1,30,1,19.94,12.63,0,100.66,2.54,30.9
2021,1,30,2,19.32,12.27,0,100.61,2.42,29.22
2021,1,30,3,19.26,12.27,0,100.6,2.16,29.26
2021,1,30,4,19.13,12.33,0,100.64,1.76,25.77
2021,1,30,5,19.01,12.39,0,100.7,1.42,21.22
2021,1,30,6,19.51,12.27,0,100.78,1.14,15.46
2021,1,30,7,21.14,11.84,0,100.85,1.36,32.77
2021,1,30,8,23.11,12.15,0,100.91,1.23,57.42
2021,1,30,9,25.77,12.33,0,100.9,0.25,67.52
2021,1,30,10,27.92,12.82,0,100.83,0.72,289.03
2021,1,30,11,29.01,13.24,0,100.72,1.16,309.81
2021,1,30,12,29.69,13.43,0,100.6,1.39,329.98
2021,1,30,13,30.08,13.37,0,100.49,1.57,350.54
2021,1,30,14,30.01,13.24,0,100.43,1.73,11.21
2021,1,30,15,29.53,13.24,0,100.42,1.81,32.45
2021,1,30,16,28.54,13.24,0,100.45,1.83,51.07
2021,1,30,17,26.36,14.77,0,100.5,1.59,73.17
2021,1,30,18,25.25,14.4,0,100.57,1.63,100.5
2021,1,30,19,24.33,14.71,0,100.65,1.81,118.89
2021,1,30,20,23.58,14.89,0,100.72,1.94,123.82
2021,1,30,21,23.22,15.01,0,100.74,1.84,115.15
